id,course_id,teacher_id,class_id,department,classroom_id,school_year,semester,week,jieci,biweekly,starting_and_ending_weeks,num_of_class
(2020-2021-1)-0306242121-0000154-5,0306242121,0000154,2018010195,,0201215,2020-2021,1,星期二,"第1,2节",,8—11,27
(2020-2021-1)-0306242121-0000153-5,0306242121,0000153,2018010193,,0201203,2020-2021,1,星期二,"第1,2节",,8—11,27
(2020-2021-1)-1406140022-0002121-1,1406140022,0002121,2018010122,,0201504,2020-2021,1,星期二,"第1,2节",,1—8,43
(2020-2021-1)-1405340051-0002121-1,1405340051,0002121,2018010122,,0201504,2020-2021,1,星期二,"第1,2节",,9—16,43
(2020-2021-1)-1505006923-0000940-5,1505006923,0000940,2017010147,,0210505,2020-2021,1,星期二,"第1,2节",,1—2,36
(2020-2021-1)-1505006923-0000614-5,1505006923,0000614,2017010148,,0210507,2020-2021,1,星期二,"第1,2节",,1—2,38
(2020-2021-1)-1505206010-0000614-13,1505206010,0000614,2017010147,,0210505,2020-2021,1,星期二,"第1,2节",单,3—3,37
(2020-2021-1)-1505206010-0001039-13,1505206010,0001039,2017010148,,0210508,2020-2021,1,星期二,"第1,2节",单,3—3,38
(2020-2021-1)-1505206010-0000614-14,1505206010,0000614,2017010147,,0210505,2020-2021,1,星期二,"第1,2节",单,5—6,37
(2020-2021-1)-1505206010-0001039-14,1505206010,0001039,2017010148,,0210508,2020-2021,1,星期二,"第1,2节",单,5—6,38
(2020-2021-1)-1505206010-0000614-15,1505206010,0000614,2017010147,,0210505,2020-2021,1,星期二,"第1,2节",单,3—6,37
(2020-2021-1)-1505206010-0001039-15,1505206010,0001039,2017010148,,0210508,2020-2021,1,星期二,"第1,2节",单,3—6,38
(2020-2021-1)-0303244141-0001409-5,0303244141,0001409,2018010114,,0208420,2020-2021,1,星期二,"第1,2节",,10—13,29
(2020-2021-1)-1901140021-0001935-1,1901140021,0001935,2019010131,,0208502,2020-2021,1,星期二,"第1,2节",,1—8,108
(2020-2021-1)-1901140021-0001935-2,1901140021,0001935,2019010132,,0208502,2020-2021,1,星期二,"第1,2节",,1—8,108
(2020-2021-1)-1901140021-0001935-3,1901140021,0001935,2019010133,,0208502,2020-2021,1,星期二,"第1,2节",,1—8,108
(2020-2021-1)-1901140021-0001935-4,1901140021,0001935,2019010134,,0208502,2020-2021,1,星期二,"第1,2节",,1—8,108
(2020-2021-1)-1901140021-0001299-1,1901140021,0001299,2019010109,,0208406,2020-2021,1,星期二,"第1,2节",,1—8,99
(2020-2021-1)-1901140021-0001299-2,1901140021,0001299,2019010199,,0208406,2020-2021,1,星期二,"第1,2节",,1—8,99
(2020-2021-1)-1901140021-0000717-1,1901140021,0001957,2019010202,,0208406,2020-2021,1,星期二,"第1,2节",,9—16,96
(2020-2021-1)-1901140021-0000717-2,1901140021,0001957,2019010203,,0208406,2020-2021,1,星期二,"第1,2节",,9—16,96
(2020-2021-1)-1901140021-0002200-1,1901140021,0002200,2019010142,,0202102,2020-2021,1,星期二,"第1,2节",,9—16,135
(2020-2021-1)-1901140021-0002200-2,1901140021,0002200,2019010143,,0202102,2020-2021,1,星期二,"第1,2节",,9—16,135
(2020-2021-1)-1901140021-0002200-3,1901140021,0002200,2019010144,,0202102,2020-2021,1,星期二,"第1,2节",,9—16,135
(2020-2021-1)-0701140011-0000443-1,0701140011,0000443,2020010176,,0201315,2020-2021,1,星期二,"第1,2节",,3—14,50
(2020-2021-1)-0701140011-0000204-3,0701140011,0000204,2020010197,,0203204,2020-2021,1,星期二,"第1,2节",,3—14,47
(2020-2021-1)-0701140011-0000630-1,0701140011,0002404,2020010185,,0203411,2020-2021,1,星期二,"第1,2节",,4—15,50
(2020-2021-1)-0701140011-0000490-5,0701140011,0000490,2020010188,,0203412,2020-2021,1,星期二,"第1,2节",,4—15,50
(2020-2021-1)-1700140921-0001383-1,1700140921,0001383,2019010141,,0201319,2020-2021,1,星期二,"第1,2节",,1—16,44
(2020-2021-1)-0201140011-0000373-9,0201140011,0000373,2020010172,,0201503,2020-2021,1,星期二,"第1,2节",,3—16,67
(2020-2021-1)-0201140011-0000373-10,0201140011,0000373,2020010173,,0201503,2020-2021,1,星期二,"第1,2节",,3—16,67
(2020-2021-1)-0201140011-0000376-3,0201140011,0000376,2020010177,,0203211,2020-2021,1,星期二,"第1,2节",,3—16,50
(2020-2021-1)-0201140011-0002177-1,0201140011,0002177,2020010187,,0203302,2020-2021,1,星期二,"第1,2节",,3—16,50
(2020-2021-1)-0201140011-0001009-5,0201140011,0001009,2020010105,,0201514,2020-2021,1,星期二,"第1,2节",,3—16,34
(2020-2021-1)-0201140011-0000388-1,0201140011,0000388,2020010171,,0202404,2020-2021,1,星期二,"第1,2节",,3—16,40
(2020-2021-1)-0201140011-0001158-3,0201140011,0001158,2020010132,,0202507,2020-2021,1,星期二,"第1,2节",,3—16,40
(2020-2021-1)-0201140011-0000371-1,0201140011,0000371,2020010135,,0209524A,2020-2021,1,星期二,"第1,2节",,3—16,40
(2020-2021-1)-0201140011-0001298-5,0201140011,0001298,2020010107,,0202505,2020-2021,1,星期二,"第1,2节",,3—16,33
(2020-2021-1)-0201140011-0002222-4,0201140011,0002222,2020010146,,0202503,2020-2021,1,星期二,"第1,2节",,3—16,51
(2020-2021-1)-0201140011-0000370-3,0201140011,0000370,2020010161,,0203206,2020-2021,1,星期二,"第1,2节",,3—16,30
(2020-2021-1)-0201140011-0000377-2,0201140011,0000377,2020010120,,0202515,2020-2021,1,星期二,"第1,2节",,3—16,41
(2020-2021-1)-0201140011-0001143-2,0201140011,0001143,2020010141,,0203207,2020-2021,1,星期二,"第1,2节",,3—16,45
(2020-2021-1)-0201140011-0000929-5,0201140011,0000929,2020010119,,0203304,2020-2021,1,星期二,"第1,2节",,3—16,43
(2020-2021-1)-0201140011-0000824-3,0201140011,0000824,2020010162,,0202408,2020-2021,1,星期二,"第1,2节",,3—16,45
(2020-2021-1)-0201140011-0002018-1,0201140011,0002018,2020010140,,0201314,2020-2021,1,星期二,"第1,2节",,3—16,50
(2020-2021-1)-0201140011-0000080-1,0201140011,0000080,2020010126,,0201418,2020-2021,1,星期二,"第1,2节",,3—16,40
(2020-2021-1)-0201140011-0000530-3,0201140011,0000530,2020010201,,0202511,2020-2021,1,星期二,"第1,2节",,3—16,60
(2020-2021-1)-0201140031-0000854-1,0201140031,0000854,2019010101,,0202513,2020-2021,1,星期二,"第1,2节",双,1—16,42
(2020-2021-1)-0201140031-0000728-1,0201140031,0000728,2019010107,,0201309,2020-2021,1,星期二,"第1,2节",,1—16,45
(2020-2021-1)-0201140031-0000728-2,0201140031,0000728,2019010108,,0201309,2020-2021,1,星期二,"第1,2节",,1—16,45
(2020-2021-1)-0201140031-0000984-3,0201140031,0000984,2019010207,,0201515,2020-2021,1,星期二,"第1,2节",,1—16,43
(2020-2021-1)-0201140031-0000378-1,0201140031,0000378,2019010225,,0209527B,2020-2021,1,星期二,"第1,2节",,1—16,50
(2020-2021-1)-0201140031-0000659-2,0201140031,0000659,2019010147,,0202403,2020-2021,1,星期二,"第1,2节",,1—16,49
(2020-2021-1)-0201140031-0000842-1,0201140031,0000842,2019010106,,0209528A,2020-2021,1,星期二,"第1,2节",,1—16,44
(2020-2021-1)-0201140031-0000380-3,0201140031,0000380,2019010122,,0209309,2020-2021,1,星期二,"第1,2节",,1—16,45
(2020-2021-1)-0706140111-0000175-1,0706140111,0000175,2018010152,,0202307,2020-2021,1,星期二,"第1,2节",,1—16,56
(2020-2021-1)-0506142152-0001184-2,0506142152,0001184,2018010103,,0209525B,2020-2021,1,星期二,"第1,2节",,1—8,55
(2020-2021-1)-0802140011-0000885-3,0802140011,0000885,2020010104,,0203201,2020-2021,1,星期二,"第1,2节",,3—13,40
(2020-2021-1)-0806143002-0000917-1,0806143002,0000917,2020010106,,0209522,2020-2021,1,星期二,"第1,2节",,3—13,38
(2020-2021-1)-0303246531-0001196-5,0303246531,0001196,2018010165,,0209522,2020-2021,1,星期二,"第1,2节",,6—11,6
(2020-2021-1)-0303246471-0000141-5,0303246471,0000141,2018010165,,0209522,2020-2021,1,星期二,"第1,2节",,1—4,6
(2020-2021-1)-0303245742-0001932-5,0303245742,0001932,2018010165,,0209522,2020-2021,1,星期二,"第1,2节",,12—15,6
(2020-2021-1)-0303241181-0002374-5,0303241181,0002374,2018010111,,0211507,2020-2021,1,星期二,"第1,2节",,1—4,30
(2020-2021-1)-0303241181-0001150-5,0303241181,0001150,2018010110,,0211502,2020-2021,1,星期二,"第1,2节",,5—8,31
(2020-2021-1)-1505405002-0002374-5,1505405002,0002374,2017010105,,0204307,2020-2021,1,星期二,"第1,2节",,11—14,35
(2020-2021-1)-1505405002-0001199-5,1505405002,0001199,2017010104,,0210510,2020-2021,1,星期二,"第1,2节",,6—9,33
(2020-2021-1)-1104240022-0001190-2,1104240022,0001190,2020010182,,0200001,2020-2021,1,星期二,"第1,2节",,3—10,27
(2020-2021-1)-1505405001-0001199-5,1505405001,0001199,2017010105,,0211506,2020-2021,1,星期二,"第1,2节",,1—4,35
(2020-2021-1)-1505405001-0001150-5,1505405001,0001150,2017010104,,0211502,2020-2021,1,星期二,"第1,2节",,1—4,33
(2020-2021-1)-0203140622-0000092-1,0203140622,0000092,2018010230,,0201519,2020-2021,1,星期二,"第1,2节",,1—16,34
(2020-2021-1)-0903145031-0001265-1,0903145031,0002254,2018010113,,0201412,2020-2021,1,星期二,"第1,2节",,1—10,46
(2020-2021-1)-0903145031-0001265-2,0903145031,0001265,2018010113,,0201412,2020-2021,1,星期二,"第1,2节",,1—10,46
(2020-2021-1)-0303244131-0001324-5,0303244131,0001324,2018010114,,0211506,2020-2021,1,星期二,"第1,2节",,6—9,29
(2020-2021-1)-0303244121-0001409-5,0303244121,0001409,2018010114,,0208411,2020-2021,1,星期二,"第1,2节",,1—4,29
(2020-2021-1)-1505306009-0000897-5,1505306009,0000897,2017010106,,0201203,2020-2021,1,星期二,"第1,2节",,6—7,36
(2020-2021-1)-1203140831-0000188-2,1203140831,0000188,2018010196,,0203101,2020-2021,1,星期二,"第1,2节",,1—12,50
(2020-2021-1)-0806142004-0002220-1,0806142004,0002220,2019010105,,0209526B,2020-2021,1,星期二,"第1,2节",,2—13,48
(2020-2021-1)-1206140382-0001012-3,1206140382,0001012,2019010182,,0201201,2020-2021,1,星期二,"第1,2节",,1—10,124
(2020-2021-1)-1206140382-0001012-4,1206140382,0001012,2019010183,,0201201,2020-2021,1,星期二,"第1,2节",,1—10,124
(2020-2021-1)-1203140011-0000165-1,1203140011,0000165,2020010147,,0201301,2020-2021,1,星期二,"第1,2节",,3—17,109
(2020-2021-1)-1203140011-0000165-2,1203140011,0000165,2020010148,,0201301,2020-2021,1,星期二,"第1,2节",,3—17,109
(2020-2021-1)-1203140031-0002128-3,1203140031,0002128,2020010169,,0202207,2020-2021,1,星期二,"第1,2节",,3—16,84
(2020-2021-1)-1203140031-0002128-4,1203140031,0002128,2020010170,,0202207,2020-2021,1,星期二,"第1,2节",,3—16,84
(2020-2021-1)-0202140691-0000807-1,0202140691,0000807,2018010235,,0201511,2020-2021,1,星期二,"第1,2节",,1—16,24
(2020-2021-1)-0306243161-0001198-5,0306243161,0001198,2018010139,,0204308,2020-2021,1,星期二,"第1,2节",,12—15,25
(2020-2021-1)-0306243161-0001035-5,0306243161,0001035,2018010137,,0202209,2020-2021,1,星期二,"第1,2节",,12—15,28
(2020-2021-1)-0306243161-0000616-5,0306243161,0000616,2018010140,,0204309,2020-2021,1,星期二,"第1,2节",,12—15,22
(2020-2021-1)-0306243161-0001351-5,0306243161,0001351,2018010138,,0201306,2020-2021,1,星期二,"第1,2节",,12—15,26
(2020-2021-1)-1505006211-0001255-5,1505006211,0001255,2017010122,,0210503,2020-2021,1,星期二,"第1,2节",,12—14,27
(2020-2021-1)-1505006211-0002372-5,1505006211,0002372,2017010120,,0210501,2020-2021,1,星期二,"第1,2节",,12—14,28
(2020-2021-1)-1505006211-0001061-5,1505006211,0001061,2017010123,,0210504,2020-2021,1,星期二,"第1,2节",,12—14,29
(2020-2021-1)-1505006211-0000942-5,1505006211,0000942,2017010121,,0210502,2020-2021,1,星期二,"第1,2节",,12—14,26
(2020-2021-1)-1502149031-0000015-2,1502149031,0000015,2020010154,,0203212,2020-2021,1,星期二,"第1,2节",,3—18,40
(2020-2021-1)-1503141841-0000489-1,1503141841,0000489,2018010191,,0208407,2020-2021,1,星期二,"第1,2节",,1—12,33
(2020-2021-1)-1403140061-0000129-1,1403140061,0000129,2019010116,,0208415,2020-2021,1,星期二,"第1,2节",,1—14,49
(2020-2021-1)-1403140061-0000129-2,1403140061,0000129,2019010226,,0208415,2020-2021,1,星期二,"第1,2节",,1—14,49
(2020-2021-1)-0103141112-0000062-1,0103141112,0000062,2020010203,,0209521,2020-2021,1,星期二,"第1,2节",,3—18,30
(2020-2021-1)-2101119981-0000857-1,2101119981,0000857,2020010123,,0210512,2020-2021,1,星期二,"第1,2节",,1—3,4
(2020-2021-1)-0303245311-0001060-5,0303245311,0001060,2019010156,,0212407,2020-2021,1,星期二,"第1,2节",,10—15,10
(2020-2021-1)-0303245331-0001060-5,0303245331,0001060,2018010166,,0212407,2020-2021,1,星期二,"第1,2节",,10—15,9
(2020-2021-1)-0303245251-0001933-5,0303245251,0001933,2019010156,,0212407,2020-2021,1,星期二,"第1,2节",,1—4,10
(2020-2021-1)-0303245271-0001933-5,0303245271,0001933,2018010166,,0212407,2020-2021,1,星期二,"第1,2节",,1—4,9
(2020-2021-1)-0303245142-0001146-9,0303245142,0001146,2018010166,,0212407,2020-2021,1,星期二,"第1,2节",,6—9,9
(2020-2021-1)-0303245142-0001146-10,0303245142,0001146,2019010156,,0212407,2020-2021,1,星期二,"第1,2节",,6—9,10
(2020-2021-1)-0603141071-0002173-4,0603141071,0001985,2020010133,,0203208,2020-2021,1,星期二,"第1,2节",,3—6,39
(2020-2021-1)-0603141071-0002173-5,0603141071,0000780,2020010133,,0203208,2020-2021,1,星期二,"第1,2节",,3—6,39
(2020-2021-1)-0603141071-0002173-6,0603141071,0001336,2020010133,,0203208,2020-2021,1,星期二,"第1,2节",,3—6,39
(2020-2021-1)-0606141141-0002216-1,0606141141,0002216,2018010133,,0201415,2020-2021,1,星期二,"第1,2节",单,1—16,35
(2020-2021-1)-0603142082-0001091-1,0603142082,0001091,2018010135,,0209312,2020-2021,1,星期二,"第1,2节",,1—4,50
(2020-2021-1)-0603142082-0001091-2,0603142082,0001091,2018010136,,0209312,2020-2021,1,星期二,"第1,2节",,1—4,50
(2020-2021-1)-0503140021-0000708-1,0503140021,0000708,2018010209,,0209314,2020-2021,1,星期二,"第1,2节",,1—16,45
(2020-2021-1)-0202140031-0000088-1,0202140031,0000088,2019010167,,0203109,2020-2021,1,星期二,"第1,2节",,1—16,27
(2020-2021-1)-0902141021-0001004-1,0902141021,0002403,2019010174,,0201318,2020-2021,1,星期二,"第1,2节",单,1—11,41
(2020-2021-1)-0202140531-0000090-1,0202140531,0000090,2020010208,,0202312,2020-2021,1,星期二,"第1,2节",,3—18,33
(2020-2021-1)-0202140551-0000830-2,0202140551,0000830,2019010219,,0208417,2020-2021,1,星期二,"第1,2节",,1—16,36
(2020-2021-1)-0202140551-0000730-1,0202140551,0000730,2019010217,,0208507,2020-2021,1,星期二,"第1,2节",,1—16,31
(2020-2021-1)-0202140551-0000928-1,0202140551,0000928,2019010218,,0209308,2020-2021,1,星期二,"第1,2节",,1—16,34
(2020-2021-1)-1002141611-0000468-1,1002141611,0000468,2018010149,,0209520,2020-2021,1,星期二,"第1,2节",,1—11,47
(2020-2021-1)-1002141611-0000234-1,1002141611,0000234,2018010150,,0202310,2020-2021,1,星期二,"第1,2节",,1—11,48
(2020-2021-1)-1002140011-0000237-1,1002140011,0000237,2020010143,,0203301,2020-2021,1,星期二,"第1,2节",,3—14,47
(2020-2021-1)-1002140011-0000482-1,1002140011,0000482,2020010163,,0202311,2020-2021,1,星期二,"第1,2节",,3—14,46
(2020-2021-1)-1402140061-0000118-1,1402140061,0000118,2018010123,,0202301,2020-2021,1,星期二,"第1,2节",,1—16,44
(2020-2021-1)-0702140011-0000187-1,0702140011,0000187,2020010165,,0209421,2020-2021,1,星期二,"第1,2节",,3—10,60
(2020-2021-1)-0703140131-0000192-2,0703140131,0000192,2018010225,,0208515,2020-2021,1,星期二,"第1,2节",,1—12,50
(2020-2021-1)-0306243141-0001255-5,0306243141,0001198,2018010137,,0204307,2020-2021,1,星期二,"第1,2节",,6—9,28
(2020-2021-1)-0306243141-0001231-5,0306243141,0001231,2018010139,,0204309,2020-2021,1,星期二,"第1,2节",,6—9,25
(2020-2021-1)-0306243141-0000145-5,0306243141,0000145,2018010138,,0204308,2020-2021,1,星期二,"第1,2节",,6—9,26
(2020-2021-1)-0306243141-0000140-5,0306243141,0000140,2018010140,,0201212,2020-2021,1,星期二,"第1,2节",,6—9,22
(2020-2021-1)-1106240132-0000294-1,1106240132,0000294,2020010179,,0206202,2020-2021,1,星期二,"第1,2节",,3—18,28
(2020-2021-1)-0502140142-0000859-2,0502140142,0000859,2018010211,,0209426,2020-2021,1,星期二,"第1,2节",,3—10,33
(2020-2021-1)-1502149021-0000017-2,1502149021,0000017,2020010157,,0201411,2020-2021,1,星期二,"第1,2节",,3—18,42
(2020-2021-1)-1203140121-0000178-1,1203140121,0000178,2019010148,,0208416,2020-2021,1,星期二,"第1,2节",,1—16,86
(2020-2021-1)-1203140121-0000178-2,1203140121,0000178,2019010149,,0208416,2020-2021,1,星期二,"第1,2节",,1—16,86
(2020-2021-1)-0306243181-0001255-5,0306243181,0001255,2018010140,,0204308,2020-2021,1,星期二,"第1,2节",,1—4,22
(2020-2021-1)-0306243181-0001061-5,0306243181,0001061,2018010139,,0204307,2020-2021,1,星期二,"第1,2节",,1—4,25
(2020-2021-1)-0306243181-0001351-5,0306243181,0001351,2018010137,,0210510,2020-2021,1,星期二,"第1,2节",,1—4,28
(2020-2021-1)-0306243181-0000942-5,0306243181,0000942,2018010138,,0202209,2020-2021,1,星期二,"第1,2节",,1—4,26
(2020-2021-1)-1505006209-0001198-5,1505006209,0001198,2017010121,,0210501,2020-2021,1,星期二,"第1,2节",,1—4,26
(2020-2021-1)-1505006209-0001231-5,1505006209,0001231,2017010123,,0210504,2020-2021,1,星期二,"第1,2节",,1—4,29
(2020-2021-1)-1505006209-0000149-5,1505006209,0000149,2017010120,,0210502,2020-2021,1,星期二,"第1,2节",,1—4,28
(2020-2021-1)-1505006209-0000616-5,1505006209,0000616,2017010122,,0210503,2020-2021,1,星期二,"第1,2节",,1—4,27
(2020-2021-1)-1517405015-0001855-1,1517405015,0001855,2017010136,,0208517,2020-2021,1,星期二,"第1,2节",,1—8,34
(2020-2021-1)-0706140011-0000197-1,0706140011,0000197,2019010168,,0202204,2020-2021,1,星期二,"第1,2节",,1—16,143
(2020-2021-1)-0706140011-0000197-2,0706140011,0000197,2019010169,,0202204,2020-2021,1,星期二,"第1,2节",,1—16,143
(2020-2021-1)-0706140011-0000197-3,0706140011,0000197,2019010170,,0202204,2020-2021,1,星期二,"第1,2节",,1—16,143
(2020-2021-1)-1505405004-0000996-9,1505405004,0002204,2017010105,,0211502,2020-2021,1,星期二,"第1,2节",,16—17,35
(2020-2021-1)-1505405004-0000996-10,1505405004,0000996,2017010105,,0211502,2020-2021,1,星期二,"第1,2节",,16—17,35
(2020-2021-1)-1505405004-0001197-5,1505405004,0001197,2017010104,,0211506,2020-2021,1,星期二,"第1,2节",,16—17,33
(2020-2021-1)-1506145632-0000946-1,1506145632,0001494,2018010161,,0201521,2020-2021,1,星期二,"第1,2节",,1—16,93
(2020-2021-1)-1506145632-0000946-2,1506145632,0001494,2018010162,,0201521,2020-2021,1,星期二,"第1,2节",,1—16,93
(2020-2021-1)-1506145632-0000946-3,1506145632,0000946,2018010161,,0201521,2020-2021,1,星期二,"第1,2节",,1—16,93
(2020-2021-1)-1506145632-0000946-4,1506145632,0000946,2018010162,,0201521,2020-2021,1,星期二,"第1,2节",,1—16,93
(2020-2021-1)-0401140031-0000314-9,0401140031,0000314,2019010113,,0201421,2020-2021,1,星期二,"第1,2节",,1—14,127
(2020-2021-1)-0401140031-0000314-10,0401140031,0000314,2019010114,,0201421,2020-2021,1,星期二,"第1,2节",,1—14,127
(2020-2021-1)-0401140031-0000314-11,0401140031,0000314,2019010115,,0201421,2020-2021,1,星期二,"第1,2节",,1—14,127
(2020-2021-1)-0103140012-0002345-1,0103140012,0002345,2018010126,,0201516,2020-2021,1,星期二,"第1,2节",,1—16,55
(2020-2021-1)-0303241171-0000825-9,0303241171,0000825,2018010110,,0201303,2020-2021,1,星期二,"第1,2节",,1—4,31
(2020-2021-1)-0303241171-0000825-10,0303241171,0000825,2018010111,,0201303,2020-2021,1,星期二,"第1,2节",,9—12,30
(2020-2021-1)-0401140041-0001112-1,0401140041,0001112,2019010102,,0208503,2020-2021,1,星期二,"第1,2节",,1—16,55
(2020-2021-1)-0401140041-0001112-2,0401140041,0001112,2019010196,,0208503,2020-2021,1,星期二,"第1,2节",,1—16,55
(2020-2021-1)-0401140041-0001858-1,0401140041,0001858,2019010194,,0202208,2020-2021,1,星期二,"第1,2节",,1—16,139
(2020-2021-1)-0401140041-0001858-2,0401140041,0001858,2019010195,,0202208,2020-2021,1,星期二,"第1,2节",,1—16,139
(2020-2021-1)-0401140041-0000666-1,0401140041,0000666,2019010126,,0208414,2020-2021,1,星期二,"第1,2节",,1—16,80
(2020-2021-1)-0401140041-0000666-2,0401140041,0000666,2019010127,,0208414,2020-2021,1,星期二,"第1,2节",,1—16,80
(2020-2021-1)-0401140041-0001314-4,0401140041,0000319,2019010145,,0208408,2020-2021,1,星期二,"第1,2节",,1—16,107
(2020-2021-1)-0401140041-0001314-5,0401140041,0000319,2019010146,,0208408,2020-2021,1,星期二,"第1,2节",,1—16,107
(2020-2021-1)-0401140041-0001314-6,0401140041,0002383,2019010145,,0208408,2020-2021,1,星期二,"第1,2节",,1—16,107
